0,50,0.0,1431951374406
1,50,0.0,1431951378230
0,55,15.277777777777777,1431951378231
1,45,12.5,1431951379235
0,50,29.166666666666664,1431951379235
1,40,23.61111111111111,1431951380240
0,45,41.666666666666664,1431951380240
1,35,33.33333333333333,1431951381245
0,50,55.55555555555556,1431951381245
1,40,44.44444444444444,1431951382249
1,35,54.166666666666664,1431951383252
0,45,68.05555555555556,1431951382249
1,40,65.27777777777777,1431951384256
0,50,81.94444444444444,1431951383252
0,55,97.22222222222221,1431951384256
1,45,77.77777777777777,1431951385260
0,50,111.1111111111111,1431951385260
1,50,91.66666666666666,1431951386262
0,45,123.6111111111111,1431951386263
1,55,106.94444444444443,1431951387268
0,40,134.7222222222222,1431951387268
1,50,120.83333333333331,1431951388273
0,45,147.2222222222222,1431951388273
1,55,136.1111111111111,1431951389277
1,50,149.99999999999997,1431951390282
0,40,158.33333333333331,1431951389277
1,55,165.27777777777774,1431951391287
0,45,170.83333333333331,1431951390282
1,60,181.9444444444444,1431951392292
0,40,181.94444444444443,1431951391287
0,35,191.66666666666666,1431951392292
1,55,197.22222222222217,1431951393294
0,40,202.77777777777777,1431951393294
1,50,211.11111111111106,1431951394299
0,45,215.27777777777777,1431951394299
1,55,226.38888888888883,1431951395303
1,60,243.0555555555555,1431951396305
0,50,229.16666666666666,1431951395303
1,65,261.11111111111103,1431951397308
0,45,241.66666666666666,1431951396306
1,60,277.7777777777777,1431951398318
0,50,255.55555555555554,1431951397308
0,55,270.8333333333333,1431951398318
1,65,295.83333333333326,1431951399323
